num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,,
2022S010821,18/04/2022,11:00:00,CTRA. RODAJOS / GTA. CAÑOS,2,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,435465935,4473891621,N,NULL,,
2022S010821,18/04/2022,11:00:00,CTRA. RODAJOS / GTA. CAÑOS,2,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435465935,4473891621,N,NULL,,
2022S010893,19/04/2022,16:50:00,PASEO. PERALES / CALL. JOSE MARIA DEL BOTO,4,10,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,437390976,4472966307,N,NULL,,
2022S011035,20/04/2022,21:50:00,RONDA. SUR / CALL. MONTANCHEZ,8,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443023387,4469432703,N,NULL,,
2022S011043,20/04/2022,0:10:00,CALL. MIOSOTIS / CALL. FRAY JUNIPERO SERRA,14,6,TETUÁN,Colisión fronto-lateral,LLuvia intensa,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,440668982,4479575774,N,NULL,,
2022S011178,21/04/2022,22:50:00,CALL. MATEO INURRIA / METRO. PLAZA DE CASTILLA,2,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441610214,4479708871,N,NULL,,
2022S011185,22/04/2022,1:55:00,CUSTA. SAN VICENTE,44,44,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,3,Ingreso superior a 24 horas,439031712,4474666487,S,NULL,
2022S011198,21/04/2022,14:00:00,CALL. ALCALA, 206 (FRENTE A LA PLAZA DE TOROS),206,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443762445,4475785458,N,NULL,
2022S011206,22/04/2022,8:50:00,CALL. JOAQUIN COSTA,8,8,5,CHAMARTÍN,Caída,Lluvia débil,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441673144,4477485321,N,NULL,
2022S011330,22/04/2022,19:16:00,CALL. PRINCIPE DE VERGARA / CALL. GENERAL ORAA,88,4,SALAMANCA,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,442398311,4476395207,N,NULL,,
2022S011744,23/04/2022,14:10:00,CALL. GENERAL RICARDOS,45,45,11,CARABANCHEL,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438894002,4471892482,N,NULL,
2022S011820,24/04/2022,10:05:00,CALL. EMBAJADORES / CALL. SANTA CATALINA,460,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,442524046,4468994347,N,NULL,,
2022S011822,24/04/2022,11:45:00,FRENTE A CALLE ESTANISLAO GOMEZ,2,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,448619822,4478134849,N,NULL,,
2022S011825,24/04/2022,12:05:00,AVDA. LAS FUERZAS ARMADAS,270,270,16,HORTALEZA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,447192296,4481431029,N,NULL,
2022S011827,24/04/2022,13:45:00,CALL. SEPULVEDA,87,87,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436909753,4472918326,N,NULL,
2022S011979,25/04/2022,18:20:00,PLAZA. ANTON MARTIN,0,0,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440650375,4473786261,N,NULL,
2022S011979,25/04/2022,18:20:00,PLAZA. ANTON MARTIN,0,0,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440650375,4473786261,N,NULL,
2022S011981,25/04/2022,19:30:00,CTRA. CIUDAD UNIVERSITARIA,0,0,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,435738384,4475576572,N,NULL,
2022S011981,25/04/2022,19:30:00,CTRA. CIUDAD UNIVERSITARIA,0,0,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435738384,4475576572,N,NULL,
2022S011993,25/04/2022,20:40:00,AVDA. MAYORAZGO,26,26,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447374749,4468351685,N,NULL,
2022S012047,26/04/2022,18:20:00,CALL. LIVERPOOL / CALL. ESTOCOLMO,9,20,SAN BLAS-CANILLEJAS,Caída,LLuvia intensa,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,448833331,4476047841,N,NULL,,
2022S012065,26/04/2022,19:15:00,CALL. GENERAL DIAZ PORLIER,17,17,4,SALAMANCA,Atropello a persona,Lluvia débil,Bicicleta,Conductor,Desconocido,Desconocido,NULL,NULL,442549620,4475260877,N,NULL,
2022S012065,26/04/2022,19:15:00,CALL. GENERAL DIAZ PORLIER,17,17,4,SALAMANCA,Atropello a persona,Lluvia débil,Bicicleta,Peatón,De 70 a 74 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,442549620,4475260877,N,NULL,
2022S012132,26/04/2022,22:15:00,PLAZA. SANTO DOMINGO / CUSTA. SANTO DOMINGO,1,1,CENTRO,Colisión lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439908076,4474653327,N,NULL,,
2022S012245,28/04/2022,0:00:00,CALL. ALMAGRO / CALL. CARACAS,1,7,CHAMBERÍ,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,441243444,4475780574,N,NULL,,
2022S012306,27/04/2022,6:00:00,CALL. FUENTE CARRANTONA / AVDA. PABLO NERUDA,1,14,MORATALAZ,Alcance,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,445688903,4471820159,N,NULL,,
2022S012397,28/04/2022,17:40:00,CALL. VILLAAMIL,265,265,9,MONCLOA-ARAVACA,Colisión lateral,Nublado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,439554615,4479987472,N,NULL,
2022S012421,28/04/2022,18:55:00,CALL. SAN AQUILINO / CALL. SAN BENITO,6,6,TETUÁN,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,441474362,4479969279,N,NULL,,
2022S012426,28/04/2022,19:00:00,PLAZA. SANTA MARIA SOLEDAD TORRES ACOSTA,1,1,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 6 a 9 años,Hombre,3,Ingreso superior a 24 horas,440182427,4474749270,N,NULL,
2022S012441,28/04/2022,22:30:00,CALL. SANTA ENGRACIA,111,111,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,440625399,4476586030,N,NULL,
2022S012452,29/04/2022,2:47:00,AVDA. GRAN VIA DE SAN FRANCISCO,17,17,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,Menor de 5 años,Hombre,NULL,NULL,439450179,4473456549,N,NULL,
2022S012537,29/04/2022,19:00:00,AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO,37,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448052667,4476174541,N,NULL,,
2022S012665,29/04/2022,21:55:00,CMNO. VALDERRIBAS / CALL. DOCTOR SALGADO,70,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,443740673,4472352792,N,NULL,,
2022S012680,30/04/2022,18:00:00,GTA. CAÑOS,0,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,435477492,4473912312,N,NULL,
2022S012687,29/04/2022,14:28:00,AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS,11,13,PUENTE DE VALLECAS,Atropello a animal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445787399,4470476943,N,NULL,,
2022S012756,01/05/2022,11:25:00,CALL. SAGUNTO / CALL. SANTA ENGRACIA,22,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,440759249,4476166359,N,NULL,,
2022S012764,01/05/2022,12:50:00,CALL. ACONCAGUA, 2 JUNTO  COMITE OLIMPICO,2,16,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,446142389,4479972262,N,NULL,
2022S012769,01/05/2022,14:10:00,CALL. BRAVO MURILLO / CALL. FULGENCIO DE MIGUEL,201,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440411630,4478509989,N,NULL,,
2022S012844,02/05/2022,9:30:00,CALL. CONSUELO GUZMAN / AVDA. POBLADOS,1,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436047220,4469849914,N,NULL,,
2022S012853,01/05/2022,16:05:00,CALL. JUAN DE AUSTRIA / CALL. SAGUNTO,27,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440636584,4476138490,N,NULL,,
2022S012891,02/05/2022,14:30:00,CALL. BEATRIZ DE BOBADILLA,8,8,9,MONCLOA-ARAVACA,Caída,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439441132,4477649171,N,NULL,
2022S012891,02/05/2022,14:30:00,CALL. BEATRIZ DE BOBADILLA,8,8,9,MONCLOA-ARAVACA,Caída,Nublado,Bicicleta,Pasajero,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,439441132,4477649171,N,NULL,
2022S013105,29/04/2022,14:30:00,CALL. ANILLO VERDE / M500 PK 46,1,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,437181904,4476247108,N,NULL,,
2022S013286,29/04/2022,14:00:00,CALL. ANILLO VERDE / CLUB,1,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437324168,4476496742,N,NULL,,
2022S013424,04/05/2022,19:00:00,AVDA. VENTISQUERO DE LA CONDESA,12,12,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,439276722,4482089878,N,NULL,
2022S013436,05/05/2022,19:30:00,CALL. TRUJILLOS / CALL. FLORA,1,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,NULL,NULL,439981482,4474418643,N,NULL,,
2022S013439,05/05/2022,17:10:00,PASEO. JACINTOS / CALL. PINTOR RIBERA,11,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta,Conductor,De 6 a 9 años,Hombre,14,Sin asistencia sanitaria,443567615,4478254055,N,NULL,,
2022S013439,05/05/2022,17:10:00,PASEO. JACINTOS / CALL. PINTOR RIBERA,11,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta,Pasajero,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,443567615,4478254055,N,NULL,,
2022S013439,05/05/2022,17:10:00,PASEO. JACINTOS / CALL. PINTOR RIBERA,11,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta,Peatón,De 55 a 59 años,Mujer,2,Ingreso inferior o igual a 24 horas,443567615,4478254055,N,NULL,,
2022S013441,05/05/2022,15:40:00,CALL. PAMPLONA,61,61,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,Ingreso inferior o igual a 24 horas,440006461,4478642411,N,NULL,
2022S013442,05/05/2022,18:40:00,CALL. MARIA DE MOLINA / PASEO. CASTELLANA,1,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441474138,4476582376,N,NULL,,
2022S013462,06/05/2022,2:45:00,CALL. ADUANA / CALL. MONTERA,1,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,NULL,NULL,440400565,4474400937,N,NULL,,
2022S013479,06/05/2022,9:00:00,PLAZA. ALOSNO / CMNO. VIEJO DE VICALVARO,7,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447608054,4472946473,N,NULL,,
2022S013525,06/05/2022,10:45:00,CALL. MARTINEZ IZQUIERDO / CALL. FRANCISCO SANTOS,44,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,443411258,4476219222,N,NULL,,
2022S013526,06/05/2022,14:00:00,CALL. PRINCIPE DE VERGARA / CALL. ALCALA,2,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442294246,4474918488,N,NULL,,
2022S013631,06/05/2022,15:20:00,CALL. DON RAMON MENENDEZ PIDAL / AVDA. GREGORIO DEL AMO,1,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,439006957,4477610809,N,NULL,,
2022S013849,07/05/2022,10:38:00,AVDA. ALBUFERA,21,21,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,443357276,4472083940,N,NULL,
2022S013879,07/05/2022,14:50:00,PASEO. MELANCOLICOS / PASEO. PONTONES,51,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438841579,4472852190,N,NULL,,
2022S013984,08/05/2022,9:00:00,CALL. VELAZQUEZ / CALL. AYALA,54,4,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,NULL,NULL,442002634,4475450432,N,NULL,,
2022S013984,08/05/2022,9:00:00,CALL. VELAZQUEZ / CALL. AYALA,54,4,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,NULL,NULL,442002634,4475450432,N,NULL,,
2022S014002,08/05/2022,13:30:00,CALL. GREGORIO LOPEZ MADERA / AVDA. CANILLEJAS A VICALVARO,1,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448155450,4475562014,N,NULL,,
2022S014043,09/05/2022,0:50:00,PASEO. ERMITA DEL SANTO / PASEO. QUINCE DE MAYO,72,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,438455348,4472451568,N,NULL,,
2022S014047,05/05/2022,12:10:00,PASEO. PIÑONERO,3,3,9,MONCLOA-ARAVACA,Atropello a animal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,437708908,4475261101,N,NULL,
2022S014062,09/05/2022,12:40:00,AVDA. LAS FUERZAS ARMADAS,142,142,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,446524668,4481803243,N,NULL,
2022S014065,09/05/2022,10:00:00,CALL. SAN BERNARDO / GTA. RUIZ JIMENEZ,95,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,440098395,4475691920,N,NULL,,
2022S014083,09/05/2022,17:50:00,CALL. GENERAL RICARDOS,43,43,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2,Ingreso inferior o igual a 24 horas,438904062,4471897703,N,NULL,
2022S014095,09/05/2022,20:40:00,CALL. PUERTO DE BALBARAN / AVDA. BUENOS AIRES,133,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444545868,4469778074,N,NULL,,
2022S014096,09/05/2022,22:20:00,PASEO. CHOPERA,10,10,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,440713082,4471675898,N,NULL,
2022S014096,09/05/2022,22:20:00,PASEO. CHOPERA,10,10,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440713082,4471675898,N,NULL,
2022S014111,09/05/2022,22:15:00,IDB. PARQUE CUÑA VERDE / CALL. ARROYO DE LA MEDIA LEGUA,0,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,444671356,4473884165,N,NULL,,
2022S014125,07/05/2022,11:00:00,CTRA. CIUDAD UNIVERSITARIA- CAMINO DEL SANTO,0,9,MONCLOA-ARAVACA,Atropello a animal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,435660541,4474473726,N,NULL,,
2022S014138,10/05/2022,15:00:00,CALL. NARVAEZ / CALL. O'DONNELL,28,3,RETIRO,Colisión fronto-lateral,NULL,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,442647541,4474753724,N,NULL,,
2022S014264,10/05/2022,20:12:00,AVDA. BUENOS AIRES / AVDA. ENTREVIAS,101,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,444578974,4469808943,N,NULL,,
2022S014377,11/05/2022,16:15:00,PASEO. CASTELLANA / AVDA. ALBERTO ALCOCER,162,5,CHAMARTÍN,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,441567304,4478915588,N,NULL,,
2022S014389,10/05/2022,19:44:00,CALL. HACIENDA DE PAVONES / CALL. ARROYO FONTARRON,356,14,MORATALAZ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446678527,4472219997,N,NULL,,
2022S014475,11/05/2022,21:00:00,AVDA. LA GAVIA / AVDA. MAYORAZGO,4,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,448430920,4469819344,N,NULL,,
2022S014486,11/05/2022,21:00:00,CALL. BOYER,30,30,19,VICÁLVARO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,450386224,4472992515,N,NULL,
2022S014513,11/05/2022,12:39:00,RONDA. SEGOVIA, 2F,2F,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,439126107,4473817842,N,NULL,
2022S014527,12/05/2022,10:35:00,CALL. MEQUINENZA,12,12,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448675502,4477728589,N,NULL,
2022S014536,07/05/2022,11:20:00,CMNO. PIÑONERO,0,0,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437697574,4475268557,N,NULL,
2022S014536,07/05/2022,11:20:00,CMNO. PIÑONERO,0,0,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437697574,4475268557,N,NULL,
2022S014541,09/05/2022,12:50:00,GTA. PATINES / PASEO. CASTAÑOS,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,437649258,4474336010,N,NULL,,
2022S014727,13/05/2022,21:05:00,PASEO. BAJO DE LA VIRGEN DEL PUERTO,3,3,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438745170,4473605377,N,NULL,
2022S014845,13/05/2022,22:20:00,CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO,47,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,NULL,NULL,437803751,4472400568,N,NULL,,
2022S014862,10/05/2022,15:22:00,PASEO. EL PARDO / CALL. ADELINA PATTI,41,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,434028380,4486213928,N,NULL,,
2022S014871,14/05/2022,19:00:00,CALL. CARCASTILLO,3,3,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,3,Ingreso superior a 24 horas,437707267,4470075669,N,NULL,
2022S014888,14/05/2022,22:35:00,CALL. MENDEZ ALVARO / CALL. ANCORA,20,2,ARGANZUELA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,NULL,NULL,441587957,4472720140,N,NULL,,
2022S014974,15/05/2022,17:55:00,CALL. BLASCO DE GARAY / CALL. MELENDEZ VALDES,38,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,439642002,4476052967,N,NULL,,
2022S015034,16/05/2022,12:10:00,PASEO. CASTELLANA,155,155,6,TETUÁN,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441484619,4479177652,N,NULL,
2022S015037,16/05/2022,12:22:00,AVENIDA MANZANARES 220,220,12,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440669167,4471219021,N,NULL,,
2022S015037,16/05/2022,12:22:00,AVENIDA MANZANARES 220,220,12,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,440669167,4471219021,N,NULL,,
2022S015048,16/05/2022,13:48:00,CALL. ATOCHA,94,94,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,NULL,NULL,440941617,4473585917,N,NULL,
2022S015074,16/05/2022,23:10:00,CALL. MAYOR,88,88,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439380662,4474080076,N,NULL,
2022S015081,17/05/2022,3:10:00,CALL. TOLEDO / CALL. SANTA CASILDA,134A,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439542683,4472947587,N,NULL,,
2022S015083,16/05/2022,23:30:00,AVDA. SENECA / CALL. MARTIN FIERRO,12,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438008887,4476285332,N,NULL,,
2022S015124,17/05/2022,14:45:00,CALL. DOÑA URRACA / CALL. JAIME VERA,33,10,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438170521,4473818513,N,NULL,,
2022S015147,17/05/2022,16:50:00,CALL. ANA TERESA,48,48,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,433014198,4479262726,N,NULL,
2022S015160,17/05/2022,18:40:00,CALL. VALLE DE MENA / CALL. ANTONIO MACHADO,2,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,439371192,4480176450,N,NULL,,
2022S015238,18/05/2022,19:35:00,PASEO. CASTAÑOS / CMNO. RUISEÑOR,0,9,MONCLOA-ARAVACA,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437470609,4474309617,N,NULL,,
2022S015238,18/05/2022,19:35:00,PASEO. CASTAÑOS / CMNO. RUISEÑOR,0,9,MONCLOA-ARAVACA,Atropello a persona,Despejado,Bicicleta,Peatón,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437470609,4474309617,N,NULL,,
2022S015275,19/05/2022,7:40:00,CALL. MAURICIO LEGENDRE / CALL. AGUSTIN DE FOXA,8,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441794904,4480041194,N,NULL,,
